neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;availability_365;number_of_reviews_ltm
Oud-Noord;5.239.974;490.415;Entire home/apt;127;1000;19;0;2
De Baarsjes - Oud-West;5.236.123;486.199;Entire home/apt;139;5;5;0;0
Bos en Lommer;5.238.247;485.204;Entire home/apt;200;2;22;62;3
De Baarsjes - Oud-West;5.236.117;486.297;Entire home/apt;220;2;20;0;1
Oud-Oost;5.236.014;491.373;Entire home/apt;140;2;40;0;8
Centrum-West;523.838;488.539;Private room;149;2;233;0;0
De Pijp - Rivierenbuurt;523.493;490.741;Entire home/apt;125;1;0;0;0
Zuid;5.235.107;484.815;Entire home/apt;85;4;11;0;4
De Aker - Nieuw Sloten;5.234.303;479.768;Entire home/apt;268;4;11;267;3
Westerpark;5.238.962;487.773;Entire home/apt;299;2;37;153;9
Westerpark;5.239.034;488.392;Private room;111;3;85;11;9
De Pijp - Rivierenbuurt;5.235.419;490.036;Entire home/apt;151;2;51;151;4
Centrum-West;5.237.355;487.773;Private room;95;1;369;88;69
Oud-Oost;5.235.957;493.327;Entire home/apt;100;2;51;1;4
De Pijp - Rivierenbuurt;5.235.457;489.479;Entire home/apt;350;3;9;64;2
Bos en Lommer;5.237.745;486.003;Entire home/apt;200;3;14;0;0
Bos en Lommer;5.237.893;485.438;Entire home/apt;49;10;1;0;0
Westerpark;5.237.994;48.758;Entire home/apt;200;2;51;254;6
De Baarsjes - Oud-West;5.236.165;485.896;Entire home/apt;153;2;77;329;7
Oud-Oost;5.235.585;492.528;Entire home/apt;298;4;5;0;0
De Baarsjes - Oud-West;5.236.937;485.477;Entire home/apt;380;6;8;9;0
Centrum-West;5.237.097;489.707;Private room;154;3;77;297;23
Centrum-West;5.237.387;48.934;Private room;220;2;221;205;45
De Pijp - Rivierenbuurt;5.235.459;489.837;Entire home/apt;130;3;15;0;0
Zuid;5.235.361;48.858;Entire home/apt;354;3;34;0;4
Oud-Oost;523.583;491.761;Entire home/apt;130;2;34;0;9
Centrum-Oost;523.666;489.824;Entire home/apt;229;2;158;242;20
Zuid;5.235.179;48.513;Entire home/apt;130;3;7;0;0
Oud-Noord;5.239.142;493.783;Private room;156;3;43;15;20
Oud-Noord;5.238.919;493.684;Entire home/apt;176;3;11;333;10
Zuid;5.235.109;484.938;Private room;101;1;331;213;55
De Baarsjes - Oud-West;5.237.243;486.486;Private room;120;3;224;2;32
Oud-Oost;523.594;49.065;Entire home/apt;158;5;24;0;0
Zuid;5.235.234;48.843;Entire home/apt;250;3;15;8;5
Centrum-West;5.237.622;488.068;Entire home/apt;275;4;8;0;0
De Pijp - Rivierenbuurt;5.235.445;489.711;Entire home/apt;335;7;39;40;5
De Pijp - Rivierenbuurt;5.235.682;489.633;Entire home/apt;343;7;45;30;8
Westerpark;5.238.909;487.677;Entire home/apt;60;3;13;0;0
IJburg - Zeeburgereiland;523.532;500.861;Private room;95;2;26;0;2
Oud-Noord;5.238.588;491.381;Entire home/apt;120;4;6;0;0
Noord-West;524.084;49.046;Entire home/apt;150;4;21;30;4
Geuzenveld - Slotermeer;5.238.436;483.226;Entire home/apt;184;4;11;0;0
Oud-Oost;5.235.692;492.532;Entire home/apt;192;2;6;0;3
De Baarsjes - Oud-West;5.237.109;485.758;Entire home/apt;250;3;34;0;0
Bijlmer-Oost;5.232.835;497.946;Entire home/apt;150;7;4;0;0
Zuid;5.234.717;484.824;Entire home/apt;102;3;45;0;10
De Baarsjes - Oud-West;523.631;486.326;Entire home/apt;186;7;18;9;1
Noord-West;5.240.867;49.005;Private room;100;1;0;64;0
Slotervaart;5.235.094;483.096;Private room;65;4;108;20;7
De Baarsjes - Oud-West;5.235.801;485.706;Entire home/apt;214;5;18;3;0
IJburg - Zeeburgereiland;5.236.185;499.118;Private room;119;2;86;0;20
De Aker - Nieuw Sloten;5.233.312;480.405;Private room;88;2;182;2;15
Noord-West;5.240.632;490.879;Entire home/apt;222;3;11;20;1
De Pijp - Rivierenbuurt;5.235.183;489.873;Private room;121;1001;24;90;0
Zuid;5.235.293;485.016;Entire home/apt;300;3;34;57;5
IJburg - Zeeburgereiland;5.235.139;500.243;Entire home/apt;153;5;18;0;2
Centrum-Oost;5.237.425;490.516;Private room;155;2;62;233;18
Zuid;5.235.222;485.456;Private room;79;2;47;0;0
Watergraafsmeer;5.234.548;49.486;Entire home/apt;330;3;22;95;0
Geuzenveld - Slotermeer;5.238.209;483.672;Entire home/apt;129;4;13;0;0
Geuzenveld - Slotermeer;523.828;482.627;Private room;65;2;153;191;21
Geuzenveld - Slotermeer;5.237.352;482.235;Entire home/apt;180;3;13;56;5
Centrum-Oost;523.691;491.715;Entire home/apt;190;4;17;0;0
Centrum-West;5.238.109;489.034;Private room;143;3;76;54;27
Centrum-West;5.238.094;488.891;Private room;147;3;130;53;24
Centrum-West;5.236.968;488.171;Entire home/apt;220;2;2;0;2
Geuzenveld - Slotermeer;5.238.348;48.267;Private room;85;3;117;260;20
Centrum-West;5.237.013;489.299;Private room;244;3;29;342;8
De Baarsjes - Oud-West;5.236.331;485.331;Entire home/apt;299;2;29;1;2
De Pijp - Rivierenbuurt;5.234.524;490.216;Entire home/apt;140;2;10;0;0
De Pijp - Rivierenbuurt;5.235.545;48.918;Entire home/apt;97;2;30;0;0
De Baarsjes - Oud-West;5.236.228;485.832;Entire home/apt;200;2;25;0;8
Oud-Noord;5.239.847;490.785;Entire home/apt;160;3;7;0;0
Oostelijk Havengebied - Indische Buurt;5.237.051;493.518;Entire home/apt;100;1;83;37;12
De Baarsjes - Oud-West;5.235.896;485.967;Entire home/apt;134;5;28;0;3
Zuid;5.235.324.207.207.340;48.685.254.513.143.400;Entire home/apt;550;3;23;0;3
Centrum-West;5.237.731;488.397;Entire home/apt;200;3;25;0;7
Oostelijk Havengebied - Indische Buurt;5.236.251;49.392;Entire home/apt;100;2;25;0;0
De Baarsjes - Oud-West;5.236.654;485.325;Entire home/apt;245;3;28;0;5
Westerpark;5.239.146;488.747;Entire home/apt;120;2;234;3;62
Zuid;5.235.244;485.007;Entire home/apt;385;2;5;24;1
Osdorp;5.235.939;478.478;Entire home/apt;320;3;4;23;4
Oud-Noord;5.238.423;491.738;Private room;76;2;185;126;50
De Pijp - Rivierenbuurt;5.234.336;489.532;Entire home/apt;355;3;28;0;2
;;;;;;;;
5.240.679;493.145;Entire home/apt;224;4;4;4/11/2018;0;0363 544A 7E9E EECA 2396
;;;;;;;;
Oostelijk Havengebied - Indische Buurt;5.237.227;494.747;Entire home/apt;140;3;5;0;0
De Baarsjes - Oud-West;523.607;485.805;Entire home/apt;300;1;14;54;0
De Baarsjes - Oud-West;5.235.823;485.741;Entire home/apt;290;3;6;154;0
Watergraafsmeer;5.233.817;494.477;Entire home/apt;200;3;35;0;7
De Baarsjes - Oud-West;52.363;486.704;Entire home/apt;116;4;60;3;13
Centrum-Oost;5.236.557;488.776;Private room;243;2;266;50;42
Westerpark;5.238.543;486.965;Entire home/apt;350;2;28;0;11
Centrum-West;5.237.449;488.778;Entire home/apt;203;2;27;0;7
Zuid;5.235.301;48.847;Entire home/apt;120;7;7;4;0
De Baarsjes - Oud-West;5.237.326;486.409;Entire home/apt;106;3;14;0;0
De Baarsjes - Oud-West;5.237.113;48.581;Entire home/apt;245;3;34;343;8
Centrum-West;5.236.586;488.602;Hotel room;254;2;324;22;54
Centrum-West;5.237.909;48.923;Entire home/apt;197;3;37;0;10
Centrum-West;5.238.751;488.999;Private room;146;300;103;90;0
Zuid;5.235.503;488.099;Private room;85;1;224;327;44
Noord-West;5.241.056;489.867;Entire home/apt;99;2;5;0;0
Centrum-West;5.238.065;488.742;Entire home/apt;425;2;53;5;3
Centrum-West;5.238.282;488.729;Entire home/apt;200;2;39;15;5
Oud-Noord;5.238.864;490.941;Entire home/apt;129;2;32;0;0
Centrum-Oost;5.236.535;491.911;Entire home/apt;146;1;55;0;10
Zuid;5.235.124;485.873;Entire home/apt;159;2;9;25;1
Watergraafsmeer;5.235.141;493.908;Entire home/apt;249;3;13;1;1
Centrum-Oost;5.236.193;491.499;Entire home/apt;240;3;12;2;1
De Baarsjes - Oud-West;5.236.448;485.621;Private room;78;2;250;0;32
Centrum-Oost;5.237.203;49.013;Entire home/apt;675;3;22;0;1
De Baarsjes - Oud-West;5.236.413;485.514;Private room;98;2;205;0;19
Watergraafsmeer;5.233.977.161.265.630;4.920.229.884.318.190;Entire home/apt;118;6;0;42;0
Centrum-Oost;5.236.465;489.798;Entire home/apt;440;2;21;0;5
Centrum-West;523.806;488.695;Entire home/apt;300;7;37;119;11
Gaasperdam - Driemond;5.229.361;498.097;Entire home/apt;70;3;28;0;0
Noord-West;5.241.943;487.126;Entire home/apt;234;1;70;133;14
Centrum-West;5.237.156;488.617;Private room;191;2;97;0;0
De Pijp - Rivierenbuurt;5.234.836;490.842;Entire home/apt;220;500;36;90;3
Centrum-Oost;5.237.258;490.196;Entire home/apt;321;6;4;0;0
Westerpark;5.239.071;487.792;Entire home/apt;195;3;29;0;3
Slotervaart;5.236.023;48.378;Entire home/apt;115;5;5;0;0
Centrum-West;5.237.633;489.509;Entire home/apt;198;2;20;0;1
Oud-Noord;5.238.594;491.714;Entire home/apt;90;3;18;0;6
Centrum-West;523.807;488.336;Entire home/apt;200;7;47;57;16
Zuid;5.235.407;488.411;Entire home/apt;150;2;9;0;5
De Pijp - Rivierenbuurt;5.234.982;489.306;Entire home/apt;200;4;51;0;13
Noord-West;5.241.833;490.286;Entire home/apt;347;2;26;0;6
Oostelijk Havengebied - Indische Buurt;5.237.668;495.503;Private room;91;3;121;0;28
De Baarsjes - Oud-West;5.236.271;487.224;Entire home/apt;200;2;18;0;0
Bijlmer-Centrum;5.232.667;494.629;Private room;71;3;17;0;1
Oud-Oost;5.235.463;491.157;Entire home/apt;180;2;21;0;0
Westerpark;5.238.061;487.428;Entire home/apt;120;2;5;0;0
Oud-Oost;523.559.095;49.252.608;Entire home/apt;200;2;1;0;1
Centrum-Oost;5.236.227;488.732;Entire home/apt;200;3;35;0;4
Noord-Oost;5.239.713;49.573;Entire home/apt;150;7;5;64;0
Centrum-West;5.237.819;489.192;Private room;352;1;322;211;69
Westerpark;5.237.878;486.899;Entire home/apt;289;2;25;4;7
Centrum-West;5.238.168;488.328;Entire home/apt;2000;2;15;22;4
Gaasperdam - Driemond;5.230.057;498.696;Entire home/apt;186;2;36;33;4
De Aker - Nieuw Sloten;5.233.532;480.079;Private room;239;2;116;90;33
IJburg - Zeeburgereiland;5.234.875;500.692;Entire home/apt;155;5;11;0;3
Oostelijk Havengebied - Indische Buurt;52.366;494.395;Entire home/apt;250;10;5;131;0
De Baarsjes - Oud-West;523.646;486.956;Entire home/apt;161;2;39;0;2
Oud-Noord;5.239.271;494.406;Entire home/apt;113;10;16;0;0
Oud-Oost;5.236.177;492.791;Entire home/apt;250;2;21;0;0
De Baarsjes - Oud-West;5.236.539;487.511;Entire home/apt;195;2;47;1;0
Zuid;523.544;486.913;Entire home/apt;385;3;23;0;3
Zuid;5.234.799;484.971;Entire home/apt;150;4;12;0;0
De Pijp - Rivierenbuurt;523.557;488.942;Entire home/apt;145;2;36;0;0
De Pijp - Rivierenbuurt;5.234.669;489.401;Entire home/apt;590;7;2;128;0
Slotervaart;523.641;483.262;Entire home/apt;108;5;25;0;4
Oud-Oost;5.236.118;492.798;Entire home/apt;200;3;4;0;2
De Baarsjes - Oud-West;5.236.478;487.617;Private room;170;7;10;131;3
Watergraafsmeer;5.235.114;493.724;Entire home/apt;155;6;11;0;1
De Baarsjes - Oud-West;523.737;485.394;Private room;59;3;215;0;47
Centrum-Oost;5.236.473;488.133;Entire home/apt;246;2;212;37;75
Centrum-West;5.237.427;488.327;Entire home/apt;184;2;176;70;28
De Baarsjes - Oud-West;523.719;485.554;Entire home/apt;95;6;6;0;1
Bos en Lommer;5.237.567;486.431;Entire home/apt;160;6;8;0;5
Zuid;5.235.917;487.933;Entire home/apt;289;2;50;64;0
Centrum-West;5.236.665;488.254;Entire home/apt;272;2;213;29;81
De Pijp - Rivierenbuurt;5.235.123;489.977;Entire home/apt;135;4;10;0;0
De Aker - Nieuw Sloten;5.234.212;479.794;Entire home/apt;95;6;7;0;1
Centrum-West;5.236.563;488.484;Entire home/apt;120;3;60;0;16
Centrum-Oost;5.236.597;489.975;Entire home/apt;240;3;211;99;60
De Baarsjes - Oud-West;5.236.407;485.862;Entire home/apt;220;5;34;0;1
Bos en Lommer;5.238.408;484.556;Private room;241;2;170;97;30
Oostelijk Havengebied - Indische Buurt;5.236.389;49.331;Entire home/apt;237;3;32;0;10
Bijlmer-Oost;5.232.781;49.808;Entire home/apt;195;5;33;4;8
Oud-Oost;5.235.616;490.896;Entire home/apt;105;3;25;0;5
Centrum-Oost;5.237.126;49.154;Private room;69;2;32;0;0
Centrum-West;5.237.096;489.621;Entire home/apt;186;3;40;0;4
De Pijp - Rivierenbuurt;5.235.711;488.806;Entire home/apt;251;1;68;130;14
Noord-West;52.414.211;4.920.321;Entire home/apt;129;4;34;159;4
De Baarsjes - Oud-West;5.237.048;485.848;Private room;68;4;114;79;10
Centrum-West;5.237.874;488.263;Entire home/apt;175;2;21;0;0
Oostelijk Havengebied - Indische Buurt;5.237.201;493.964;Entire home/apt;175;3;24;124;2
Buitenveldert - Zuidas;5.234.187;486.691;Entire home/apt;254;3;40;128;10
De Pijp - Rivierenbuurt;5.235.788;488.937;Entire home/apt;574;2;13;0;6
Oud-Oost;5.235.705;490.705;Entire home/apt;314;2;45;3;8
Noord-Oost;5.241.054;49.539;Private room;101;2;196;78;8
Oud-Noord;5.240.046;490.433;Private room;120;2;78;294;20
Bijlmer-Centrum;523.255;494.759;Entire home/apt;170;5;10;310;3
De Pijp - Rivierenbuurt;5.235.411;489.388;Entire home/apt;632;1;35;154;8
Osdorp;5.236.505;480.335;Entire home/apt;180;3;17;355;5
De Pijp - Rivierenbuurt;5.235.681;488.872;Entire home/apt;571;2;21;36;2
Osdorp;5.235.229;481.457;Entire home/apt;218;1;54;2;9
De Baarsjes - Oud-West;5.236.555;487.751;Entire home/apt;145;3;2;14;0
Westerpark;523.826;487.473;Entire home/apt;150;3;23;3;3
De Baarsjes - Oud-West;5.236.202;485.937;Entire home/apt;325;13;120;16;0
Centrum-Oost;5.237.264;490.431;Private room;185;3;17;1;7
Westerpark;5.238.232;486.988;Entire home/apt;153;1;21;0;6
De Baarsjes - Oud-West;5.236.881;486.496;Entire home/apt;340;3;13;18;3
Centrum-Oost;5.236.573;488.748;Entire home/apt;169;2;52;26;0
De Baarsjes - Oud-West;5.236.744;486.654;Private room;129;2;167;0;0
Bos en Lommer;5.237.535;483.676;Entire home/apt;95;3;13;0;0
Centrum-West;5.238.611;489.157;Private room;130;2;199;73;34
Watergraafsmeer;5.235.387;493.661;Entire home/apt;198;2;30;5;5
Oud-Oost;5.235.587;492.551;Private room;125;2;108;110;40
Oostelijk Havengebied - Indische Buurt;5.236.328;494.173;Entire home/apt;100;6;7;0;0
Centrum-Oost;5.236.341;490.045;Entire home/apt;265;1;219;104;56
Westerpark;5.238.037;487.351;Private room;187;2;208;180;52
De Baarsjes - Oud-West;5.236.997;4.867;Entire home/apt;150;2;26;2;4
Centrum-West;523.691;489.036;Hotel room;214;3;95;166;42
Centrum-Oost;5.236.324;489.638;Entire home/apt;157;2;171;288;23
De Baarsjes - Oud-West;52.372;484.921;Entire home/apt;99;1;29;0;0
De Baarsjes - Oud-West;5.237.033;484.936;Entire home/apt;139;2;29;0;8
De Baarsjes - Oud-West;5.236.919;486.663;Entire home/apt;220;2;38;0;0
Oostelijk Havengebied - Indische Buurt;5.236.456;494.154;Entire home/apt;100;1;17;68;8
De Pijp - Rivierenbuurt;5.234.191;489.484;Entire home/apt;160;2;15;0;2
Westerpark;5.237.613;487.697;Entire home/apt;175;5;6;0;0
Centrum-West;5.237.194;488.668;Private room;150;3;223;91;57
Oostelijk Havengebied - Indische Buurt;5.236.444;493.541;Entire home/apt;120;5;2;0;1
De Baarsjes - Oud-West;5.236.865;486.828;Private room;125;3;159;3;0
De Baarsjes - Oud-West;5.236.999;48.493;Entire home/apt;171;2;25;60;1
Westerpark;52.390.259;4.888.995;Private room;308;3;80;116;53
Centrum-Oost;5.236.893;489.729;Private room;140;3;103;124;2
De Baarsjes - Oud-West;5.236.751;485.989;Entire home/apt;349;3;26;47;7
Centrum-West;5.236.985;487.888;Entire home/apt;190;1;10;0;0
Noord-West;5.241.324;489.205;Entire home/apt;165;3;9;8;3
De Baarsjes - Oud-West;5.236.709;486.575;Private room;97;1;478;70;113
IJburg - Zeeburgereiland;5.235.657;499.689;Entire home/apt;139;5;15;136;2
Oostelijk Havengebied - Indische Buurt;5.237.082;494.845;Private room;284;2;74;20;26
Bos en Lommer;523.782;486.125;Entire home/apt;225;3;30;31;5
Centrum-West;523.723;489.851;Private room;116;1;275;297;60
Centrum-West;5.238.023;489.248;Entire home/apt;338;3;25;0;5
Centrum-West;5.237.037;489.785;Private room;111;1;226;270;66
Westerpark;5.238.391;487.971;Entire home/apt;206;3;10;0;2
Oostelijk Havengebied - Indische Buurt;5.237.798;494.299;Entire home/apt;101;3;32;3;1
De Baarsjes - Oud-West;5.237.196;484.775;Entire home/apt;400;1;45;159;3
Centrum-West;5.237.223;489.534;Private room;142;2;178;226;53
Centrum-Oost;5.237.034;490.688;Entire home/apt;220;2;40;122;20
Watergraafsmeer;5.235.687;493.361;Entire home/apt;240;4;14;22;4
Noord-West;5.241.859;487.143;Entire home/apt;231;1;42;13;4
De Baarsjes - Oud-West;5.236.383;485.654;Entire home/apt;112;5;25;0;0
De Baarsjes - Oud-West;5.236.214;487.618;Private room;104;3;153;269;35
Oud-Noord;5.240.049;490.431;Entire home/apt;150;4;8;0;0
De Pijp - Rivierenbuurt;5.235.447;489.479;Private room;72;3;207;102;45
Zuid;5.234.812;484.891;Entire home/apt;99;2;45;0;0
Noord-West;5.241.947;487.136;Entire home/apt;233;2;51;78;8
Westerpark;5.238.164;48.675;Entire home/apt;159;2;6;0;1
Oud-Noord;5.239.852;491.651;Entire home/apt;95;4;4;0;0
Westerpark;5.238.501;486.642;Entire home/apt;132;4;23;0;0
Centrum-Oost;523.749;490.543;Private room;189;2;200;122;55
De Baarsjes - Oud-West;5.236.378;4.866;Entire home/apt;350;3;28;0;1
Centrum-West;523.775;488.771;Entire home/apt;250;7;17;0;3
Centrum-West;5.237.596;489.541;Entire home/apt;178;3;15;0;0
De Baarsjes - Oud-West;5.236.249;486.255;Entire home/apt;275;3;7;0;3
Osdorp;5.236.665;48.072;Private room;75;3;132;82;21
Centrum-West;5.238.001;488.879;Entire home/apt;495;3;72;8;26
Centrum-West;5.236.709;487.872;Entire home/apt;100;3;6;0;0
Centrum-Oost;5.236.147;489.189;Entire home/apt;180;3;48;0;12
Oud-Oost;5.235.228;492.039;Private room;85;2;255;82;53
Centrum-West;5.237.602;48.854;Entire home/apt;175;3;35;0;3
Centrum-West;5.237.567;488.755;Entire home/apt;350;7;32;43;11
Centrum-West;5.237.788;489.121;Entire home/apt;300;5;21;39;2
Noord-West;5.241.843;487.173;Entire home/apt;230;1;69;128;8
Bos en Lommer;5.237.592;485.855;Entire home/apt;85;2;5;0;1
Centrum-West;5.237.815;489.695;Private room;193;1;260;30;47
Centrum-West;5.237.204;489.629;Private room;156;2;155;221;18
Gaasperdam - Driemond;5.229.132;496.829;Private room;87;3;86;334;18
Gaasperdam - Driemond;5.229.307;496.851;Private room;86;3;104;338;22
De Pijp - Rivierenbuurt;5.235.725;489.425;Entire home/apt;400;2;203;97;53
Zuid;523.549;487.937;Entire home/apt;325;2;28;268;5
De Baarsjes - Oud-West;523.592;485.999;Entire home/apt;103;9;19;0;0
IJburg - Zeeburgereiland;5.235.498;500.602;Private room;1003;1;23;309;0
Watergraafsmeer;5.235.358;493.097;Private room;109;3;120;87;18
Westerpark;5.237.894;487.089;Private room;270;2;20;55;0
De Pijp - Rivierenbuurt;523.567;488.879;Entire home/apt;345;7;22;1;1
Centrum-West;5.237.426;489.926;Private room;96;1;70;317;20
De Pijp - Rivierenbuurt;5.235.593;489.857;Private room;125;3;19;0;0
Oostelijk Havengebied - Indische Buurt;5.236.369;493.272;Entire home/apt;110;2;20;0;0
Bos en Lommer;5.237.647;484.639;Entire home/apt;149;2;10;0;0
De Baarsjes - Oud-West;5.236.337;487.484;Entire home/apt;175;4;15;0;2
Zuid;5.235.192;485.689;Entire home/apt;228;2;20;0;0
De Baarsjes - Oud-West;5.236.808;487.323;Entire home/apt;260;4;26;0;4
De Pijp - Rivierenbuurt;5.234.611;489.266;Entire home/apt;511;2;34;14;3
Centrum-West;5.237.309;487.742;Entire home/apt;215;2;12;0;0
Noord-West;5.241.859;487.143;Entire home/apt;226;1;52;21;2
Oud-Noord;5.238.333;490.684;Entire home/apt;643;2;8;135;0
Oud-Oost;5.235.124;491.228;Entire home/apt;339;2;38;57;2
De Pijp - Rivierenbuurt;52.353;490.027;Entire home/apt;165;1;17;0;0
Centrum-Oost;5.236.778;489.942;Private room;144;3;203;112;47
Centrum-West;5.237.447;489.204;Private room;173;2;176;1;36
Bijlmer-Centrum;5.232.539;494.657;Private room;83;1;235;128;60
Zuid;5.235.198;48.561;Entire home/apt;450;2;9;104;0
De Baarsjes - Oud-West;523.633;486.678;Entire home/apt;150;1;4;0;0
Westerpark;5.237.616;487.377;Entire home/apt;125;4;19;0;0
Bos en Lommer;5.237.602;483.898;Entire home/apt;400;2;32;77;1
Oud-Noord;523.934;490.731;Entire home/apt;199;3;2;0;0
De Baarsjes - Oud-West;5.236.295;486.213;Entire home/apt;85;2;42;0;7
Oud-Oost;5.235.685;493.083;Entire home/apt;249;10;0;0;0
De Baarsjes - Oud-West;5.236.462.936.876.960;48.572.175.783.027.100;Entire home/apt;319;3;3;165;3
Oud-Noord;5.239.205;490.537;Entire home/apt;350;3;24;0;5
Noord-West;52.404.243;4.901.983;Private room;130;3;121;274;24
De Pijp - Rivierenbuurt;5.235.079;490.278;Entire home/apt;191;2;32;5;3
Bos en Lommer;5.238.097;485.526;Entire home/apt;160;2;37;0;4
Bijlmer-Centrum;5.231.997;494.448;Entire home/apt;90;4;105;0;10
Bos en Lommer;5.237.884;48.541;Private room;93;2;95;0;27
Zuid;5.235.411;485.054;Entire home/apt;125;2;10;0;0
Noord-Oost;5.240.696;493.091;Entire home/apt;200;3;35;0;9
Oostelijk Havengebied - Indische Buurt;5.236.063;494.611;Entire home/apt;250;3;21;0;3
Geuzenveld - Slotermeer;5.238.245;482.909;Entire home/apt;200;4;4;0;0
De Baarsjes - Oud-West;5.236.714;487.605;Private room;65;2;28;0;0
Centrum-Oost;5.235.858;489.487;Entire home/apt;206;2;23;0;0
De Pijp - Rivierenbuurt;5.235.688;489.885;Entire home/apt;159;3;169;43;49
Westerpark;52.373.627;4.872.984;Entire home/apt;350;3;8;13;5
Watergraafsmeer;5.234.604;492.992;Entire home/apt;225;4;2;0;0
Centrum-West;5.237.601;489.144;Entire home/apt;888;3;70;273;22
Centrum-Oost;5.237.447;49.046;Entire home/apt;350;1;21;7;1
Bos en Lommer;5.238.307;484.968;Entire home/apt;145;3;17;0;3
Centrum-West;5.237.862;488.482;Private room;130;2;178;111;58
Noord-West;5.241.681;488.411;Entire home/apt;160;6;6;0;0
De Baarsjes - Oud-West;5.236.174;486.483;Entire home/apt;250;4;15;0;0
Centrum-Oost;5.237.096;492.001;Entire home/apt;197;2;32;2;4
Slotervaart;523.503;483.609;Entire home/apt;90;2;31;0;11
Zuid;5.234.127;484.649;Private room;250;7;9;0;0
IJburg - Zeeburgereiland;523.515;49.983;Entire home/apt;707;2;5;53;2
De Pijp - Rivierenbuurt;5.235.696;48.878;Entire home/apt;160;2;66;64;20
De Baarsjes - Oud-West;5.236.234.637.255.790;4.855.087.052.027.680;Entire home/apt;400;7;62;67;13
De Baarsjes - Oud-West;5.236.337;485.637;Private room;130;1;80;355;11
De Baarsjes - Oud-West;5.236.631;485.752;Private room;87;1;252;15;74
